Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,SummaryQuote
OBE,Obsidian Energy Ltd.,0.3665,$185.92M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/obe
OXY,Occidental Petroleum Corporation,59.98,$45.29B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oxy
OII,"Oceaneering International, Inc.",11.29,$1.11B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/oii
OZM,Och-Ziff Capital Management Group LLC,1,$491.96M,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/ozm
OCN,Ocwen Financial Corporation,1.24,$166.05M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ocn
OFG,OFG Bancorp,15.45,$792.49M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ofg
OFG^A,OFG Bancorp,23,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ofg^a
OFG^B,OFG Bancorp,22.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofg^b
OFG^D,OFG Bancorp,24.4683,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofg^d
OGE,OGE Energy Corp,39.92,$7.97B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/oge
OIBR.C,Oi S.A.,n/a,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/oibr.c
OIS,"Oil States International, Inc.",13.88,$832.51M,2001,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/ois
ODC,Oil-Dri Corporation Of America,26.6,$198.43M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/odc
ORI,Old Republic International Corporation,20.6,$6.23B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ori
OLN,Olin Corporation,18.68,$3.12B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oln
OHI,"Omega Healthcare Investors, Inc.",35.35,$7.09B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ohi
OMC,Omnicom Group Inc.,70.23,$15.74B,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/omc
OMN,OMNOVA Solutions Inc.,6.99,$313.7M,n/a,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/omn
ONDK,"On Deck Capital, Inc.",6.02,$451.78M,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ondk
OGS,"ONE Gas, Inc.",82.4,$4.33B,2014,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ogs
OLP,"One Liberty Properties, Inc.",25.27,$489.92M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/olp
OMAD,One Madison Corporation,10.06,$414.98M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/omad
OMAD.U,One Madison Corporation,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/omad.u
OMAD.WS,One Madison Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/omad.ws
OMF,"OneMain Holdings, Inc.",23.22,$3.15B,2013,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/omf
OKE,"ONEOK, Inc.",53.9,$22.17B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/oke
ONE,OneSmart International Education Group Limited,7.27,$1.18B,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/one
OOMA,"Ooma, Inc.",13.55,$272.36M,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/ooma
OPY,"Oppenheimer Holdings, Inc.",24.2,$321.32M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/opy
ORCL,Oracle Corporation,44,$166.7B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl
ORAN,Orange,15.86,$42.1B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/oran
ORC,"Orchid Island Capital, Inc.",5.98,$303.25M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/orc
OEC,Orion Engineered Carbons S.A,23.6,$1.4B,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oec
ORN,"Orion Group Holdings, Inc.",4.14,$119.92M,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/orn
IX,Orix Corp Ads,68.39,$17.53B,n/a,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/ix
ORA,"Ormat Technologies, Inc.",51.03,$2.59B,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ora
OSK,Oshkosh Corporation,59.12,$4.25B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/osk
OR,Osisko Gold Royalties Ltd,8.4,$1.31B,2016,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/or
OUT,OUTFRONT Media Inc.,17.65,$2.46B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/out
OSG,"Overseas Shipholding Group, Inc.",1.59,$134.49M,2015,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/osg
OMI,"Owens & Minor, Inc.",6.04,$376.1M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/omi
OC,Owens Corning Inc,43.06,$4.71B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/oc
OI,"Owens-Illinois, Inc.",16.04,$2.55B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/oi
OXM,"Oxford Industries, Inc.",65.3,$1.11B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/oxm
ROYT,Pacific Coast Oil Trust,1.5,$57.87M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/royt
PACD,Pacific Drilling S.A.,11,$82500,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pacd
PCG,Pacific Gas & Electric Co.,22.75,$11.8B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/pcg
PKG,Packaging Corporation of America,80.74,$7.63B,2000,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/pkg
PAGS,PagSeguro Digital Ltd.,17.49,$5.73B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/pags
PANW,"Palo Alto Networks, Inc.",173.31,$16.44B,2012,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/panw
PAM,Pampa Energia S.A.,30.18,$2.27B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pam
P,"Pandora Media, Inc.",7.71,$2.08B,2011,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/p
PHX,Panhandle Royalty Company,14.32,$239.88M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/phx
PARR,"Par Pacific Holdings, Inc.",13.91,$638.14M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/parr
PAR,PAR Technology Corporation,17.03,$276.19M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/par
PGRE,"Paramount Group, Inc.",12.81,$3.04B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pgre
PKE,Park Electrochemical Corporation,17.25,$349.78M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/pke
PK,Park Hotels & Resorts Inc.,26.45,$5.32B,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/pk
PH,Parker-Hannifin Corporation,145.58,$19.27B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ph
PE,"Parsley Energy, Inc.",14.88,$4.71B,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pe
PRE^F,PartnerRe Ltd.,23.1881,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pre^f
PRE^G,PartnerRe Ltd.,23.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pre^g
PRE^H,PartnerRe Ltd.,24.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pre^h
PRE^I,PartnerRe Ltd.,21.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pre^i
PRTY,Party City Holdco Inc.,8.8,$855.16M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prty
PAYC,"Paycom Software, Inc.",115.01,$6.74B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/payc
PBF,PBF Energy Inc.,31.07,$3.72B,2012,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/pbf
PBFX,PBF Logistics LP,19.7,$893.34M,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/pbfx
BTU,Peabody Energy Corporation,29.92,$3.43B,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/btu
PSO,"Pearson, Plc",11.48,$8.97B,n/a,Consumer Services,Books,https://www.nasdaq.com/symbol/pso
PEB,Pebblebrook Hotel Trust,27.55,$3.23B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/peb
PEB^C,Pebblebrook Hotel Trust,24.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peb^c
PEB^D,Pebblebrook Hotel Trust,23.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peb^d
PEB^E,Pebblebrook Hotel Trust,23.6059,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peb^e
PEB^F,Pebblebrook Hotel Trust,22.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peb^f
PBA,Pembina Pipeline Corp.,29.62,$14.99B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pba
PEI,Pennsylvania Real Estate Investment Trust,5.95,$419.27M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pei
PEI^B,Pennsylvania Real Estate Investment Trust,15.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pei^b
PEI^C,Pennsylvania Real Estate Investment Trust,15.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pei^c
PEI^D,Pennsylvania Real Estate Investment Trust,14.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pei^d
PFSI,"PennyMac Financial Services, Inc.",19.78,$498.11M,2013,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pfsi
PMT,PennyMac Mortgage Investment Trust,18.41,$1.12B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pmt
PMT^A,PennyMac Mortgage Investment Trust,23.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmt^a
PMT^B,PennyMac Mortgage Investment Trust,22.81,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmt^b
PAG,"Penske Automotive Group, Inc.",39.07,$3.32B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/pag
PNR,Pentair plc.,36.73,$6.38B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pnr
PEN,"Penumbra, Inc.",116,$4B,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pen
PFGC,Performance Food Group Company,30.6,$3.22B,2015,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/pfgc
PKI,"PerkinElmer, Inc.",73.85,$8.22B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pki
PBT,Permian Basin Royalty Trust,5.67,$264.27M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbt
PVL,Permianville Royalty Trust,1.88,$62.04M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pvl
PRT,PermRock Royalty Trust,5.93,$72.14M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/prt
PRGO,Perrigo Company,37.03,$5.03B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prgo
PRSP,Perspecta Inc.,17.42,$2.87B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/prsp
PTR,PetroChina Company Limited,61.42,$112.41B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ptr
PBR,Petroleo Brasileiro S.A.- Petrobras,12.38,$80.75B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbr
PBR.A,Petroleo Brasileiro S.A.- Petrobras,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pbr.a
PFE,"Pfizer, Inc.",41.93,$242.38B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfe
GHY,"PGIM Global Short Duration High Yield Fund, Inc.",12.7,$519.73M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ghy
ISD,"PGIM Short Duration High Yield Fund, Inc.",12.7,$422.36M,2012,n/a,n/a,https://www.nasdaq.com/symbol/isd
